StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,age,employed,hours_week,job_function,job_function_11_TEXT,job_level,job_level_6_TEXT,tenure_years,check_01,task_clarity,performance_criteria,solution_clarity,task_judgment,ai_tools,ai_tools_9_TEXT,ai_frequency,ai_percent,ai_activities,ai_integration,ai_speed,ai_quality,ai_verification,relative_performance,formal_evaluation,evaluation_outcome,deadline_performance,quality_performance,output_volume,digital_comfort,experience_years,attention_check,job_description,employment_confirm,eligible
2026-02-25 10:35:43,2026-02-25 10:40:55,IP Address,100,311,True,2026-02-25 10:40:55,R_1eRI0R6Rzhmb0i2,anonymous,EN,1,Yes,Yes,40,Data / Analytics / Research,,Individual contributor,,2.7,True,Strongly agree,Strongly agree,Agree,Disagree,"Strongly disagreeChatGPT (OpenAI),DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),Neither agree nor disagreeGoogle Gemini (formerly Bard),Other (please specify)",deepseek,Daily or more,10,"Summarizing documents or messages,Brainstorming or ideation,Coding or debugging,Data analysis",Agree,Agree,Strongly agree,Strongly disagree,Above average,Yes,Exceeds expectations,Agree,Agree,Agree,Strongly agree,14,Agree,data analyst,Yes,1
2026-02-25 10:34:39,2026-02-25 10:41:30,IP Address,100,411,True,2026-02-25 10:41:31,R_54wwPHytddtKob7,anonymous,EN,1,Yes,Yes,36,Customer Support / Service,,Team lead / supervisor,,1,True,Agree,Agree,Agree,Disagree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Strongly disagree,Disagree,Disagree,Disagree,Above average,No,,Strongly agree,Agree,Agree,Agree,20,Agree,veterinary nurse in a small animal clinic,Yes,1
2026-02-25 10:36:12,2026-02-25 10:41:31,IP Address,100,319,True,2026-02-25 10:41:32,R_3PmIxDj3dw5xUxs,anonymous,EN,1,Yes,Yes,50,Software / IT / Engineering,,Senior manager / director,,4,True,Agree,Agree,Disagree,Agree,"Strongly disagreeChatGPT (OpenAI),DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),Neither agree nor disagreeGoogle Gemini (formerly Bard)",,1–2 times per week,5,"Summarizing documents or messages,Coding or debugging",Disagree,Agree,Disagree,Agree,Above average,No,,Agree,Agree,Agree,Agree,26,Agree,"Manage employees, manage projects, manage programs, some training, some hiring, quality control",Yes,1
2026-02-25 10:37:54,2026-02-25 10:41:44,IP Address,100,229,True,2026-02-25 10:41:44,R_5UzeaOOCi7MDHTH,anonymous,EN,0.8999999761581421,Yes,Yes,40,Software / IT / Engineering,,Manager,,10.5,True,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,About average,Yes,Exceeds expectations,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,27,Agree,I am a systems administrator.,Yes,1
2026-02-25 10:41:11,2026-02-25 10:42:11,IP Address,100,60,True,2026-02-25 10:42:11,R_3D5EIJbpvuOkoOi,anonymous,EN,1,Yes,Yes,45,Software / IT / Engineering,,Team lead / supervisor,,1,True,Strongly agree,Agree,Strongly agree,Disagree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),AgreeClaude (Anthropic),Company-provided internal AI tool(s)",,Daily or more,30,"Writing or editing text,Summarizing documents or messages,Coding or debugging",Strongly agree,Strongly agree,Strongly agree,Disagree,Top 20%,Yes,Far exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,Agree,Lead software engineer for a team of 6 developers,Yes,1
2026-02-25 10:38:03,2026-02-25 10:44:05,IP Address,100,361,True,2026-02-25 10:44:05,R_70doRkKSHEMqLol,anonymous,EN,1,Yes,Yes,40,Finance / Accounting,,Senior manager / director,,6,True,Agree,Agree,Neither agree nor disagree,Strongly agree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot)",,1–2 times per week,2,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Planning or outlining",Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Above average,Yes,Exceeds expectations,Strongly agree,Agree,Neither agree nor disagree,Agree,16,Agree,"Director of finance. Support internal accounting, external reporting, FPA, and investor relations.",Yes,1
2026-02-25 10:30:18,2026-02-25 10:44:14,IP Address,100,836,True,2026-02-25 10:44:15,R_6I75RokNOloF47b,anonymous,EN,1,Yes,Yes,40,HR / People Operations,,Manager,,6,True,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,I do not use AI assistance tools,,Daily or more,30,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Data analysis",Neither agree nor disagree,Strongly agree,Strongly agree,Disagree,Top 20%,Yes,Exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Strongly agree,6,Agree,I handle all HR processes and the department,Yes,1
2026-02-25 10:41:28,2026-02-25 10:44:37,IP Address,100,189,True,2026-02-25 10:44:37,R_6kSvAo9Dtgf4Is2,anonymous,EN,0.8999999761581421,Yes,Yes,40,Other (specify),Education/teacher,Individual contributor,,18,True,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,"Strongly disagreeChatGPT (OpenAI),DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),Grammarly (or similar writing assistant)",,3–4 times per week,30,"Writing or editing text,Brainstorming or ideation,Planning or outlining",Agree,Agree,Agree,Disagree,Top 20%,Yes,Exceeds expectations,Agree,Agree,Agree,Agree,40,Agree,"I teach 9th-12th grade students at an urban, public high school.",Yes,1
2026-02-25 10:36:45,2026-02-25 10:44:39,IP Address,100,473,True,2026-02-25 10:44:39,R_5hDQiMg2Ntw4uyw,anonymous,EN,1,Yes,Yes,40,Operations / Supply Chain,,Manager,,5,True,Agree,Strongly agree,Strongly agree,Agree,"Strongly disagreeChatGPT (OpenAI),DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot)",,Daily or more,20,Data analysis,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Above average,Yes,Far exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Strongly agree,10,Agree,I do back-end work for a lead gen company and set up integrations into various CRM platforms.,Yes,1
2026-02-25 10:40:13,2026-02-25 10:44:45,IP Address,100,272,True,2026-02-25 10:44:46,R_56GRpHYNwiFgobT,anonymous,EN,1,Yes,Yes,45,Other (specify),Writing educational materials,Individual contributor,,16,True,Strongly agree,Strongly agree,Agree,Disagree,"Strongly disagreeChatGPT (OpenAI),Neither agree nor disagreeGoogle Gemini (formerly Bard),AgreeClaude (Anthropic)",,Daily or more,20,"Writing or editing text,Brainstorming or ideation",Agree,Strongly agree,Strongly agree,Disagree,About average,No,,Agree,Agree,Disagree,Strongly agree,37,Agree,I create educational materials and sell them online (paperback and digital) for teachers and homeschool parents.,Yes,1
2026-02-25 10:42:23,2026-02-25 10:45:09,IP Address,100,165,True,2026-02-25 10:45:09,R_6R8hYbh0gicPcLs,anonymous,EN,1,Yes,Yes,40,Software / IT / Engineering,,Individual contributor,,14,True,Strongly agree,Agree,Agree,Disagree,Strongly disagreeChatGPT (OpenAI),,Daily or more,10,"Writing or editing text,Summarizing documents or messages",Agree,Strongly agree,Agree,Disagree,Above average,Yes,Exceeds expectations,Strongly agree,Strongly agree,Agree,Agree,39,Agree,I'm a technical writer for a corporate PC helpdesk,Yes,1
2026-02-25 10:39:03,2026-02-25 10:45:13,IP Address,100,369,True,2026-02-25 10:45:13,R_71nhHZFX23wE5RY,anonymous,EN,1,Yes,Yes,45,Other (specify),Construction,Team lead / supervisor,,6,True,Agree,Agree,Agree,Disagree,"Strongly disagreeChatGPT (OpenAI),Neither agree nor disagreeGoogle Gemini (formerly Bard)",,Daily or more,10,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Planning or outlining",Agree,Strongly agree,Agree,Neither agree nor disagree,Above average,Yes,Exceeds expectations,Strongly agree,Agree,Agree,Strongly agree,15,Agree,I manage a small team of construction workers.,Yes,1
2026-02-25 10:40:46,2026-02-25 10:45:23,IP Address,100,276,True,2026-02-25 10:45:23,R_7380ZPsVjN1qDKA,anonymous,EN,1,Yes,Yes,40,Other (specify),hospitality,Individual contributor,,1,True,Agree,Agree,Agree,Disagree,Company-provided internal AI tool(s),,Less than once per month,5,Planning or outlining,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,About average,Yes,Meets expectations,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,52,Agree,I clean and prep,Yes,1
2026-02-25 10:42:20,2026-02-25 10:46:02,IP Address,100,222,True,2026-02-25 10:46:03,R_7ooSVWTswjYHMF2,anonymous,EN,1,Yes,Yes,45,Finance / Accounting,,Individual contributor,,2,True,Agree,Agree,Agree,Disagree,"Strongly disagreeChatGPT (OpenAI),DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot)",,3–4 times per week,25,"Writing or editing text,Data analysis",Agree,Agree,Agree,Agree,About average,Yes,Meets expectations,Agree,Agree,Disagree,Agree,25,Agree,financial reporting and accounting,Yes,1
2026-02-25 10:43:32,2026-02-25 10:46:51,IP Address,100,199,True,2026-02-25 10:46:52,R_5cAdVKTyo0RKDO7,anonymous,EN,1,Yes,Yes,50,Data / Analytics / Research,,Individual contributor,,7,True,Strongly agree,Strongly agree,Agree,Disagree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,About average,No,,Agree,Agree,Neither agree nor disagree,Strongly agree,17,Agree,I help train AI LLMs and analyze data,Yes,1
2026-02-25 10:32:37,2026-02-25 10:47:51,IP Address,100,913,True,2026-02-25 10:47:51,R_6V600hCsmkjTLm9,anonymous,EN,1,Yes,Yes,36,Other (specify),"Healthcare ",Individual contributor,,1,True,Agree,Agree,Agree,Disagree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,About average,Yes,Meets expectations,Agree,Agree,Agree,Agree,5,Agree,"As a Registered a nurse I assess patient condition, administer prescribed medications and treatments, and document.  ",Yes,1
2026-02-25 10:43:18,2026-02-25 10:49:22,IP Address,100,364,True,2026-02-25 10:49:23,R_76NGPopE4rRvqhj,anonymous,EN,1,Yes,Yes,40,Data / Analytics / Research,,Individual contributor,,3,True,Agree,Agree,Disagree,Agree,"Strongly disagreeChatGPT (OpenAI),Perplexity (or similar AI search assistant)",,Daily or more,10,Data analysis,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,About average,Not sure,,Agree,Neither agree nor disagree,Agree,Agree,11,Agree,"I research, fact-check, and analyze outputs from AI to help train them.",Yes,1
2026-02-25 10:47:04,2026-02-25 10:49:48,IP Address,100,163,True,2026-02-25 10:49:48,R_7QfrSZZLzUtmbK8,anonymous,EN,1,Yes,Yes,40,Product / Program Management,,Individual contributor,,4,True,Agree,Agree,Strongly agree,Disagree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Above average,Yes,Exceeds expectations,Agree,Agree,Strongly agree,Neither agree nor disagree,5,Agree,"I manage state and federal environmental grants for a state agency. ",Yes,1
2026-02-25 10:47:15,2026-02-25 10:50:01,IP Address,100,165,True,2026-02-25 10:50:01,R_7mgDvsYn2uIEiS7,anonymous,EN,1,Yes,Yes,40,Operations / Supply Chain,,Senior manager / director,,7,True,Agree,Agree,Agree,Disagree,"Strongly disagreeChatGPT (OpenAI),AgreeClaude (Anthropic)",,3–4 times per week,15,"Summarizing documents or messages,Brainstorming or ideation,Coding or debugging,Data analysis",Agree,Strongly agree,Agree,Disagree,Above average,No,,Agree,Agree,Agree,Strongly agree,12,Agree,"I am an operations manager for a B2B ecommerce company. ",Yes,1
2026-02-25 10:46:51,2026-02-25 10:50:58,IP Address,100,246,True,2026-02-25 10:50:58,R_7lMpAxLBcMk47BT,anonymous,EN,1,Yes,Yes,40,Data / Analytics / Research,,Individual contributor,,2.75,True,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,"Strongly disagreeChatGPT (OpenAI),AgreeClaude (Anthropic)",,Daily or more,10,"Writing or editing text,Brainstorming or ideation,Data analysis,Planning or outlining",Agree,Strongly agree,Strongly agree,Disagree,Top 20%,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4,Agree,I perform data analysis and manage federal and state grants.,Yes,1
2026-02-25 10:48:37,2026-02-25 10:51:34,IP Address,100,177,True,2026-02-25 10:51:35,R_3p3WimsGYXBCnWk,anonymous,EN,1,Yes,Yes,40,Other (specify),Retail manager,Manager,,3.5,True,Agree,Agree,Agree,Disagree,"Strongly disagreeChatGPT (OpenAI),DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot)",,Daily or more,5,Writing or editing text,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Top 20%,Yes,Exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Strongly agree,22,Agree,I am a retail manager.,Yes,1
2026-02-25 10:48:50,2026-02-25 10:51:52,IP Address,100,182,True,2026-02-25 10:51:53,R_6uqDoelIBXt5GtT,anonymous,EN,1,Yes,Yes,40,Product / Program Management,,Individual contributor,,0.5,True,Agree,Agree,Disagree,Agree,Neither agree nor disagreeGoogle Gemini (formerly Bard),,1–3 times per month,1,"Writing or editing text,Summarizing documents or messages",Disagree,Agree,Agree,Agree,Above average,Yes,Exceeds expectations,Agree,Strongly agree,Agree,Strongly agree,4,Agree,"Work with people across the company to ideate, build, and measure software features for customers.",Yes,1
2026-02-25 10:47:13,2026-02-25 10:51:58,IP Address,100,284,True,2026-02-25 10:51:58,R_11o6soCTABgfprf,anonymous,EN,1,Yes,Yes,40,Software / IT / Engineering,,Individual contributor,,3,True,Strongly agree,Agree,Agree,Disagree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot)",,1–3 times per month,5,"Writing or editing text,Brainstorming or ideation",Disagree,Neither agree nor disagree,Disagree,Disagree,Above average,Yes,Meets expectations,Agree,Agree,Agree,Agree,4,Agree,System Administrator,Yes,1
2026-02-25 10:50:34,2026-02-25 10:53:38,IP Address,100,183,True,2026-02-25 10:53:38,R_5ib1FJ6WikI20Vg,anonymous,EN,1,Yes,Yes,40,Other (specify),"Manufacturing ",Individual contributor,,3.5,True,Agree,Disagree,Agree,Agree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Top 20%,Yes,Exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Strongly agree,16,Agree,I set up machines that make circuit boards,Yes,1
2026-02-25 10:50:14,2026-02-25 10:54:14,IP Address,100,240,True,2026-02-25 10:54:14,R_5qy7eZ7ufcL2wJb,anonymous,EN,1,Yes,Yes,40,Data / Analytics / Research,,Individual contributor,,16,True,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,About average,Yes,Meets expectations,Agree,Agree,Agree,Strongly agree,40,Agree,I do data entry.,Yes,1
2026-02-25 10:48:19,2026-02-25 10:56:08,IP Address,100,468,True,2026-02-25 10:56:08,R_7ze7y9Xwzqh794t,anonymous,EN,0.8999999761581421,Yes,Yes,36,Product / Program Management,,Manager,,5,True,Agree,Agree,Disagree,Agree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),AgreeClaude (Anthropic),Perplexity (or similar AI search assistant)",,1–2 times per week,60,"Coding or debugging,Data analysis,Planning or outlining",Agree,Strongly agree,Agree,Neither agree nor disagree,Above average,Yes,Exceeds expectations,Strongly agree,Agree,Agree,Strongly agree,16,Agree,"I manage a group of technicans in a manufacturing firm, I oversee daily duties being executed.",Yes,1
2026-02-25 10:41:16,2026-02-25 10:58:25,IP Address,100,1028,True,2026-02-25 10:58:26,R_6b12V1MWOrzo6Tg,anonymous,EN,0.8999999761581421,Yes,Yes,35,Product / Program Management,,Manager,,8,True,Strongly agree,Agree,Agree,Neither agree nor disagree,"Strongly disagreeChatGPT (OpenAI),DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),Grammarly (or similar writing assistant)",,Daily or more,20,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Data analysis",Neither agree nor disagree,Agree,Agree,Disagree,Above average,No,,Agree,Agree,Agree,Strongly agree,36,Agree,Sr Program manager for a non profit agency where I manage 4 programs that provide social services.,Yes,1
2026-02-25 10:51:57,2026-02-25 10:58:45,IP Address,100,407,True,2026-02-25 10:58:45,R_6EF6UlBwo7tt4b6,anonymous,EN,1,Yes,Yes,40,Other (specify),construction,Individual contributor,,25,True,Strongly agree,Strongly agree,Strongly agree,Disagree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Above average,No,,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,25,Agree,my job is to install acoustical ceilings,Yes,1
2026-02-25 10:49:35,2026-02-25 11:00:48,IP Address,100,672,True,2026-02-25 11:00:48,R_1IY77Oxm2clO9zE,anonymous,EN,1,Yes,Yes,40,Software / IT / Engineering,,Individual contributor,,25.5,True,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),Company-provided internal AI tool(s)",,1–3 times per month,2,"Writing or editing text,Summarizing documents or messages,Coding or debugging",Strongly disagree,Agree,Agree,Neither agree nor disagree,About average,Yes,Meets expectations,Strongly agree,Agree,Neither agree nor disagree,Agree,25,Agree,electrical engineering involving data analysis and new product development for high tech chips,Yes,1
2026-02-25 10:56:29,2026-02-25 11:01:05,IP Address,100,275,True,2026-02-25 11:01:05,R_7AkSXGLpzQe3AD7,anonymous,EN,1,Yes,Yes,45,Other (specify),Education administration,Other (specify),Administrator,16,True,Agree,Agree,Agree,Disagree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot)",,1–2 times per week,5,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Planning or outlining",Agree,Agree,Agree,Disagree,Above average,Yes,Far exceeds expectations,Agree,Agree,Neither agree nor disagree,Agree,30,Agree,"I am the department administrator of a University department and I advise students,  but I also help run the department. ",Yes,1
2026-02-25 10:57:03,2026-02-25 11:02:42,IP Address,100,339,True,2026-02-25 11:02:42,R_6pSTf9HBdcrauZZ,anonymous,EN,1,Yes,Yes,40,Software / IT / Engineering,,Senior manager / director,,5,True,Agree,Agree,Agree,Disagree,"Strongly disagreeChatGPT (OpenAI),DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),Neither agree nor disagreeGoogle Gemini (formerly Bard)",,3–4 times per week,20,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Coding or debugging,Planning or outlining",Agree,Agree,Agree,Disagree,Above average,Yes,Exceeds expectations,Strongly agree,Strongly agree,Agree,Strongly agree,21,Agree,I am the Director of IT at a software company.,Yes,1
2026-02-25 10:39:28,2026-02-25 11:06:46,IP Address,100,1637,True,2026-02-25 11:06:46,R_6FmQWBCkXEwotN2,anonymous,EN,1,Yes,Yes,42,Other (specify),Sole Proprietor,Executive,,4,True,Agree,Strongly agree,Agree,Disagree,"Strongly disagreeChatGPT (OpenAI),DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),Neither agree nor disagreeGoogle Gemini (formerly Bard)",,Daily or more,25,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Data analysis,Planning or outlining",Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Above average,No,,Agree,Agree,Agree,Strongly agree,5,Agree,"My primary job is to build and systemize a scalable creative empire that generates consistent income through music, writing, teaching, and intellectual property.",Yes,1
2026-02-25 11:00:31,2026-02-25 11:08:55,IP Address,100,504,True,2026-02-25 11:08:55,R_6XiVwEStoDG2Efc,anonymous,EN,1,Yes,Yes,40,Other (specify),"Hospitality ",Senior manager / director,,2,True,Strongly agree,Strongly agree,Strongly agree,Disagree,Other (please specify),CHATGPT,Less than once per month,2,Brainstorming or ideation,Disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Top 20%,Yes,Far exceeds expectations,Strongly agree,Strongly agree,Agree,Strongly agree,14,Agree,I am a customer success manager.,Yes,1
2026-02-25 11:07:38,2026-02-25 11:09:16,IP Address,100,98,True,2026-02-25 11:09:17,R_1WNMJET1ycUrjhl,anonymous,EN,1,Yes,Yes,45,Finance / Accounting,,Individual contributor,,3,True,Agree,Agree,Agree,Agree,"Strongly disagreeChatGPT (OpenAI),Perplexity (or similar AI search assistant)",,Daily or more,25,"Writing or editing text,Brainstorming or ideation,Planning or outlining",Agree,Strongly agree,Strongly agree,Disagree,Above average,No,,Agree,Agree,Strongly agree,Agree,3,Agree,"Financial advisor ",Yes,1
2026-02-25 11:11:02,2026-02-25 11:16:01,IP Address,100,298,True,2026-02-25 11:16:02,R_7rOmKsyv9UKeOWD,anonymous,EN,1,Yes,Yes,40,Data / Analytics / Research,,Senior manager / director,,13,True,Agree,Agree,Agree,Agree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,About average,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,23,Agree,I analyze data and make reports for people above me to look at and make business decisions.,Yes,1
2026-02-25 11:17:10,2026-02-25 11:19:16,IP Address,100,125,True,2026-02-25 11:19:16,R_6NJsSSJbhf7igeG,anonymous,EN,1,Yes,Yes,45,Legal / Compliance,,Team lead / supervisor,,1.5,True,Agree,Strongly agree,Disagree,Strongly agree,Strongly disagreeChatGPT (OpenAI),,3–4 times per week,20,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Data analysis",Agree,Strongly agree,Agree,Neither agree nor disagree,Above average,Yes,Exceeds expectations,Agree,Strongly agree,Agree,Strongly agree,4,Agree,I am an attorney in a medium-sized law firm.,Yes,1
2026-02-25 11:17:10,2026-02-25 11:21:52,IP Address,100,281,True,2026-02-25 11:21:52,R_3s7KixeKZxu9rO4,anonymous,EN,0.8999999761581421,Yes,Yes,45,Data / Analytics / Research,,Individual contributor,,20,True,Disagree,Disagree,Strongly disagree,Agree,"Strongly disagreeChatGPT (OpenAI),Company-provided internal AI tool(s)",,Daily or more,15,Data analysis,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,About average,No,,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,30,Agree,I do various kinds of research and analysis for various tasks.,Yes,1
2026-02-25 10:34:49,2026-02-25 10:39:40,IP Address,94,291,False,2026-02-25 11:39:41,R_3ErTiUel75FMPOU,anonymous,EN,1,Yes,Yes,45,Software / IT / Engineering,,Team lead / supervisor,,1,True,Strongly agree,Agree,Agree,Disagree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),AgreeClaude (Anthropic),Company-provided internal AI tool(s)",,Daily or more,30,"Writing or editing text,Summarizing documents or messages,Coding or debugging",Strongly agree,Strongly agree,Strongly agree,Disagree,Top 20%,Yes,Far exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,Agree,,,1
2026-02-25 10:45:35,2026-02-25 10:46:47,IP Address,42,71,False,2026-02-25 11:47:11,R_5mxdI8uOssKDqUI,anonymous,EN,1,Yes,Yes,42,Operations / Supply Chain,,Team lead / supervisor,,4.5,True,Agree,Agree,Agree,Disagree,Company-provided internal AI tool(s),,,,,,,,,,,,,,,,,,,,1
2026-02-25 10:38:58,2026-02-25 10:48:05,IP Address,94,546,False,2026-02-25 11:48:10,R_1ANGLbeLoJ29228,anonymous,EN,0.8999999761581421,Yes,Yes,36,Product / Program Management,,Manager,,5,True,Agree,Agree,Disagree,Agree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),AgreeClaude (Anthropic),Perplexity (or similar AI search assistant)",,1–2 times per week,60,"Coding or debugging,Data analysis,Planning or outlining",Agree,Strongly agree,Agree,Neither agree nor disagree,Above average,Yes,Exceeds expectations,Strongly agree,Strongly agree,Agree,Strongly agree,16,Agree,,,1
